,order_id,label,min_day_of_week_AVAILABLE,min_day_of_week_OTW_DROPOFF,min_day_of_week_OTW_PICKUP,min_day_of_week_UNAVAILABLE,days_diff_AVAILABLE,days_diff_OTW_DROPOFF,days_diff_OTW_PICKUP,days_diff_UNAVAILABLE,max_distance_AVAILABLE,max_distance_OTW_DROPOFF,max_distance_OTW_PICKUP,max_distance_UNAVAILABLE,total_distance_AVAILABLE,total_distance_OTW_DROPOFF,total_distance_OTW_PICKUP,total_distance_UNAVAILABLE,max_time_diff_AVAILABLE,max_time_diff_OTW_DROPOFF,max_time_diff_OTW_PICKUP,max_time_diff_UNAVAILABLE,total_time_diff_AVAILABLE,total_time_diff_OTW_DROPOFF,total_time_diff_OTW_PICKUP,total_time_diff_UNAVAILABLE,avg_velocity_AVAILABLE,avg_velocity_OTW_DROPOFF,avg_velocity_OTW_PICKUP,avg_velocity_UNAVAILABLE,is_weekend_AVAILABLE,is_weekend_OTW_DROPOFF,is_weekend_OTW_PICKUP,is_weekend_UNAVAILABLE,is_business_hour_AVAILABLE,is_business_hour_OTW_DROPOFF,is_business_hour_OTW_PICKUP,is_business_hour_UNAVAILABLE,min_acc_y_AVAILABLE,min_acc_y_OTW_DROPOFF,min_acc_y_OTW_PICKUP,min_acc_y_UNAVAILABLE,max_acc_y_AVAILABLE,max_acc_y_OTW_DROPOFF,max_acc_y_OTW_PICKUP,max_acc_y_UNAVAILABLE,mean_acc_y_AVAILABLE,mean_acc_y_OTW_DROPOFF,mean_acc_y_OTW_PICKUP,mean_acc_y_UNAVAILABLE,median_acc_y_AVAILABLE,median_acc_y_OTW_DROPOFF,median_acc_y_OTW_PICKUP,median_acc_y_UNAVAILABLE,GO_FOOD,GO_RIDE
12,RB1799,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,0.6548501255874073,0.0853533199160082,0.0655889259863019,0.126997358659279,1.9590382259517527,1.0693550513011862,0.4295943281690856,0.126997358659279,519.0,11.0,10.0,1303.0,1611.0,240.0,250.0,1303.0,4.377739052406152,16.040325769517796,6.186158325634834,0.3508752810233341,0.0,0.0,0.0,0.0,1,1,1,1,3.0,5.423,3.0,3.0,1100.0,16.0,12.234,899.999,92.4188490566038,8.09476,5.840692307692308,451.4995,3.0,8.0,3.45,451.4995,0,1
13,RB1909,0,0.0,0.0,0.0,,0 days,0 days,0 days,,0.9636332471902298,0.0893547131761605,0.0489284262261679,,1.939936721810344,1.0777088093715257,0.1472873545206555,,591.0,11.0,17.0,,1768.0,210.0,230.0,,3.950097397351379,18.475008160654728,2.305367288149391,,0.0,0.0,0.0,,1,1,1,,3.0,3.0,3.0,,8.442,5.985,5.787,,3.645633333333333,3.4765,3.982869565217391,,3.0,3.0,3.919,,0,1
14,RB857,0,0.0,0.0,0.0,,0 days,0 days,0 days,,0.469910940531616,0.0982430986043304,0.0930966544771455,,1.2216611033681204,0.7952102518307906,0.2027633641552258,,445.0,10.0,10.0,,1621.0,200.0,230.0,,2.7131276817552337,14.313784532954232,3.173687438951361,,0.0,0.0,0.0,,0,0,0,,3.0,3.0,3.0,,87.6,4.156,9.931,,5.802739495798319,3.5037619047619044,5.119625,,5.049,3.56,4.1355,,0,1
15,F1074,1,0.0,,0.0,0.0,0 days,,0 days,0 days,0.561581909612867,,0.167189204852042,,1.4508350342298877,,1.5627654080515478,0.0,593.0,,16.0,0.0,1236.0,,540.0,0.0,4.225733109407439,,10.418436053676986,,0.0,,0.0,0.0,0,,0,0,0.01,,3.0,4.221,3.9,,60.447,4.221,0.67859375,,8.238240740740741,4.221,0.01,,3.9,4.221,1,0
16,F32,1,0.0,0.0,0.0,,0 days,0 days,0 days,,0.7835509285949793,0.1750159997886727,0.1150626413816773,,2.750841214965428,1.0740745080654377,0.2775669786512889,,1106.0,10.0,30.0,,1733.0,720.0,366.0,,5.714384520412891,5.370372540327187,2.7301670031274323,,0.0,0.0,0.0,,0,0,0,,0.01,3.0,3.0,,26.667,1799.999,26.031,,2.404193548387097,58.02950684931506,5.323361111111111,,3.066,3.9,3.9,,1,0
17,RB1252,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,0.0904724559937001,0.1569427045062012,0.1678727288034167,,0.1273542362987469,2.1078998837410823,0.3903085118799905,0.0,131.0,10.0,17.0,0.0,264.0,510.0,230.0,0.0,1.736648676801095,14.879293296995876,6.109176707686808,,0.0,0.0,0.0,0.0,0,0,0,0,24.693,18.951,25.237,27.547,30.952,73.585,87.6,27.547,28.333285714285715,31.48659615384615,34.55060869565217,27.547,28.694,29.0915,30.0,27.547,0,1
18,RB190,1,0.0,0.0,0.0,,0 days,0 days,0 days,,1.0170374895189314,0.0740207857179935,0.0836695320496837,,2.335912624968288,0.9334298779915684,1.138358130123614,,775.0,10.0,13.0,,1567.0,170.0,580.0,,5.366487204777178,19.76675035746851,7.065671152491397,,0.0,0.0,0.0,,0,0,0,,3.0,3.0,3.0,,5.0,4.0,4.0,,3.1918658536585367,3.730388888888888,3.2322542372881355,,3.0,3.9,3.0,,0,1
19,RB1373,0,0.0,0.0,0.0,,0 days,0 days,0 days,,0.0417452627494046,0.2443849364584808,0.0050920579922677,,0.1530426769338482,0.2952522038086266,0.0092262709688381,,37.0,46.0,14.0,,581.0,171.0,157.0,,0.9482850894352044,6.215835869655296,0.2115578056548865,,0.0,0.0,0.0,,1,1,1,,3.0,4.0,3.218,,39.149,41.707,37.712,,14.683839285714283,13.06188888888889,8.936375,,8.0,5.101,5.1355,,0,1
20,RB1360,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,0.7770788076202862,0.1442981878483799,0.03941346172984,,1.9304268340286568,1.3910962564005445,0.0733767798534481,0.0,375.0,10.0,10.0,0.0,1559.0,260.0,90.0,0.0,4.457688648173935,19.261332780930616,2.935071194137925,,0.0,0.0,0.0,0.0,1,1,1,1,0.1,6.0,0.1,10.09,28.0,22.0,26.0,10.09,2.100991150442478,11.016,11.85,10.09,0.1,10.843,11.05,10.09,0,1
21,RB1,1,0.0,0.0,0.0,,0 days,0 days,0 days,,0.6849304082094685,0.1185236484949998,0.031624613422396,,0.6850987453826168,0.7363584416851816,0.0607917002651356,,316.0,10.0,10.0,,908.0,210.0,80.0,,2.716250532353988,12.623287571745973,2.735626511931103,,0.0,0.0,0.0,,0,0,0,,0.1,3.0,0.1,,3.0,10.0,25.0,,0.1950819672131147,4.938272727272727,7.230888888888889,,0.1,3.6405,3.0,,0,1
22,RB722,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,0.0,0.1632815782814151,0.0742768686682607,0.4375489333354949,0.0,4.0082318013214735,0.1884799741732133,0.8750978666709898,107.0,10.0,10.0,56.0,217.0,570.0,120.0,90.0,0.0,25.315148218872466,5.654399225196401,35.0039146668396,0.0,0.0,0.0,0.0,0,0,0,0,0.01,3.0,0.01,0.01,0.01,11.0,26.492,0.01,0.01,5.237241379310345,3.0869230769230773,0.01,0.01,4.0,0.01,0.01,0,1
23,RB1051,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,1.309261454693922,0.1687528748546858,0.0400717176207486,0.5543913336136596,2.618522909387844,1.4939703721091395,0.0981956536951173,1.4569677369509717,529.0,16.0,10.0,854.0,1162.0,381.0,120.0,961.0,8.112463402578518,14.11625548449581,2.9458696108535203,5.457943655591569,0.0,0.0,0.0,0.0,1,1,1,1,0.1,3.0,0.1,0.1,3.0,9.0,5.551,5.0,0.1935483870967742,4.382394736842105,2.6216153846153847,2.275,0.1,3.158,3.0,2.0,0,1
24,RB1582,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,1.0095222862485225,0.135117665696619,0.0716822593542864,,2.275780828241424,1.3338417275098406,0.2027739839623581,0.0,400.0,15.0,12.0,0.0,1570.0,251.0,112.0,0.0,5.218350943738296,19.130797685400108,6.517735198790083,,0.0,0.0,0.0,0.0,1,1,1,1,0.1,3.0,0.1,0.1,11.0,10.0,919.0,0.1,1.3730619469026548,6.19392,80.95441666666666,0.1,0.1,5.0,3.8375,0.1,0,1
25,RB1810,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,0.67125836246208,0.1012856083927477,0.0904097586130091,0.5898380583345038,1.7628986567437526,0.883333101476723,0.2089074826851577,0.5898380583345038,386.0,10.0,10.0,757.0,1261.0,200.0,160.0,757.0,5.032858972464322,15.899995826581016,4.70041836041605,2.8050422853424224,0.0,0.0,0.0,0.0,1,1,1,1,0.01,5.556,7.0,27.566,27.753,96.0,16.464,90.224,7.1354186046511625,17.570857142857143,10.683882352941175,58.895,0.01,13.266,10.595,58.895,0,1
26,F874,0,0.0,0.0,0.0,,0 days,0 days,0 days,,1.4956113739301613,0.2268951846698953,0.4776185481655663,,4.12993173931587,2.735635764679589,1.761374039839706,,1213.0,45.0,32.0,,1903.0,770.0,410.0,,7.812797825295392,12.789985393307168,15.465723276641322,,0.0,0.0,0.0,,0,0,0,,3.799,4.857,5.416,,32.0,92.9,66.77,,11.212140845070422,23.418266666666668,31.98608823529412,,12.0,12.0,26.372,,1,0
27,RB1137,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,1.2592456966253265,0.124174451580424,0.0455561026262583,,2.5295863990670924,1.7336171493659762,0.0984401000129208,0.0,475.0,26.0,11.0,0.0,1622.0,355.0,92.0,0.0,5.614371785845581,17.580342923147928,3.852003913549076,,0.0,0.0,0.0,0.0,1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,1
28,RB982,0,0.0,,0.0,,0 days,,0 days,,0.0277682825038303,,0.0005789605950042,,0.2915445814418764,,0.0013945313998939,,160.0,,10.0,,696.0,,70.0,,1.5079892143545337,,0.0717187577088333,,0.0,,0.0,,0,,0,,14.268,,16.704,,1399.999,,81.0,,557.252875,,30.156625,,86.0,,24.5715,,0,1
29,RB1008,0,0.0,0.0,0.0,,0 days,0 days,0 days,,1.1860262780506778,0.2257728144179832,0.0695725514989586,,1.629831204361461,2.45969661263511,0.0912476331366275,,936.0,37.0,22.0,,1547.0,767.0,140.0,,3.7927552266976474,11.544860241833632,2.346367709227565,,0.0,0.0,0.0,,1,1,1,,6.017,6.0,6.326,,96.0,25.0,96.0,,21.952475409836065,12.276390625,40.76942857142858,,11.067,10.0,21.552,,0,1
30,RB1695,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,3.667173086084014,0.2396137606631604,2.642182196008171,,5.480111406817336,4.170375812478614,2.827799255741756,0.0,808.0,8.0,1152.0,0.0,1864.0,664.0,1392.0,0.0,10.583906150505586,22.610471272474417,7.313273937263163,,0.0,0.0,0.0,0.0,0,0,0,0,0.01,3.0,0.01,0.01,4.475,3.9,5.129,0.01,1.837048,3.835714285714285,3.1465,0.01,0.01,3.9,3.9,0.01,0,1
31,RB231,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,0.9001271643215256,0.217787600929711,0.2798736866431403,,2.054397928982542,1.4170759807112034,0.5197956056161874,0.0,528.0,8.0,8.0,0.0,1720.0,264.0,240.0,0.0,4.299902642056483,19.3237633733346,7.796934084242812,,0.0,0.0,0.0,0.0,0,0,0,0,0.01,3.0,0.01,3.9,4.575,3.9,33.123,3.9,0.7282608695652174,3.794117647058824,5.9835161290322585,3.9,0.01,3.9,3.0,3.9,0,1
32,RB471,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,0.8229817889827641,0.1496367390344817,0.0178176145005758,0.7715176156885596,2.270293484154302,1.394849576542994,0.0309079938126178,1.0415546823787205,576.0,12.0,8.0,832.0,1760.0,440.0,112.0,1011.0,4.643782126679254,11.412405626260862,0.9934712296912868,3.708800055947966,0.0,0.0,0.0,0.0,1,1,1,1,0.01,3.0,0.01,0.01,3.9,4.233,3.9,3.9,0.382056,3.410107142857143,1.9304,1.3066666666666666,0.01,3.237,3.0,0.01,0,1
33,RB20,1,0.0,0.0,0.0,,0 days,0 days,0 days,,0.1531530500759118,0.3660495939239419,0.1636364994550082,,1.1525451032381455,16.734756097596673,0.3777192151048847,,34.0,36.0,10.0,,594.0,3011.0,130.0,,6.9851218378069415,20.008343391347733,10.459916725981424,,0.0,0.0,0.0,,1,0,0,,0.1,0.1,0.1,,0.1,0.1,0.1,,0.1,0.1,0.1,,0.1,0.1,0.1,,0,1
34,F818,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,2.2820220751755085,0.1720980751576613,0.0,0.1647243710117031,4.767799316337141,2.8254624514381192,0.0,0.1647243710117031,856.0,14.0,10.0,4.0,2028.0,600.0,230.0,4.0,8.463549082255279,16.952774708628716,0.0,148.2519339105328,0.0,0.0,0.0,0.0,0,0,0,0,0.5,3.0,0.5,3.9,6.0,62.0,0.5,3.9,0.8185185185185185,6.314622950819672,0.5,3.9,0.5,4.0,0.5,3.9,1,0
35,F1316,0,0.0,0.0,0.0,,0 days,0 days,0 days,,0.4479242528864284,0.250776311201862,0.2165395250526469,,1.7270409614959803,1.982564061628478,0.260664191126157,,1543.0,44.0,10.0,,2709.0,1296.0,230.0,,2.295071045177383,5.507122393412439,4.079961252409413,,0.0,0.0,0.0,,1,1,1,,3.143,3.0,3.0,,96.0,96.0,3.9,,8.42972807017544,9.983573770491804,3.825,,3.9,3.9,3.9,,1,0
36,F248,0,0.0,,0.0,,0 days,,0 days,,0.8706813022640723,,0.1771109353043863,,2.1048199214666683,,0.327435655206797,,550.0,,11.0,,1360.0,,210.0,,5.571582145058828,,5.61318266068795,,0.0,,0.0,,1,,1,,3.5,,3.859,,22.888,,42.025,,11.956987804878048,,16.186636363636364,,14.983,,8.4475,,1,0
37,F750,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,1.8159760766087576,0.3103985264970679,0.0195122298538337,1.7818570801071554,3.716578456510199,3.279021669890681,0.0226596158961426,3.6530597790391584,1767.0,43.0,10.0,2311.0,2947.0,1642.0,100.0,2825.0,4.540102627565902,7.189085268944246,0.8157461722611342,4.65522662107645,0.0,0.0,0.0,0.0,0,0,0,0,0.01,19.14,0.01,0.01,42.278,1072.0,30.194,26.706,0.4694347826086956,51.00287037037037,12.675181818181818,6.684,0.01,34.582,0.01,0.01,1,0
38,F1216,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,1.3723263356242577,0.2435307117644263,0.0201844576301817,1.3723263356242577,1.742499049356966,2.035259791423811,0.0216156742384686,1.742499049356966,1477.0,14.0,18.0,1505.0,2028.0,1319.0,120.0,2050.0,3.093193578740176,5.554916792362183,0.6484702271540589,3.059998330578087,0.0,0.0,0.0,0.0,0,0,0,0,0.01,22.717,0.01,0.01,26.696,63.123,28.438,29.74,0.5135094339622641,33.794714285714285,9.13375,14.114,0.01,32.196,0.01,13.353000000000002,1,0
39,F59,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,0.0,0.2643622698403728,0.076628446692119,1.7052869108935336,0.0,2.9273665166453213,0.2577196890271715,1.9463060390109637,1603.0,94.0,14.0,300.0,1874.0,886.0,360.0,481.0,0.0,11.894491489755255,2.5771968902717157,14.56694748532114,0.0,0.0,0.0,0.0,0,0,0,0,0.01,18.217,0.01,0.01,0.01,63.646,32.833,29.418,0.01,34.020379746835445,19.53586111111111,8.519666666666668,0.01,30.941,18.8015,0.01,1,0
40,F466,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,2.1291855290249373,0.5978629611425653,0.0,2.1291855290249373,3.376086874190867,0.6671077197374115,0.0,3.376086874190867,596.0,11.0,10.0,775.0,1767.0,451.0,110.0,1457.0,6.878275465244551,5.325028361540314,0.0,8.3417383301902,0.0,0.0,0.0,0.0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,29.904,0.01,0.01,0.01,1.327391304347826,0.01,0.01,0.01,0.01,0.01,0.01,1,0
41,F402,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,2.970407321367307,0.2283082075717953,0.0,1.6287669247814789,4.51851190179217,6.535951072911716,0.0,3.333451018280318,2389.0,24.0,30.0,2966.0,3100.0,1799.0,561.0,3248.0,5.247304144016714,13.079168350462576,0.0,3.694711719768825,0.0,0.0,0.0,0.0,1,1,1,1,0.5,0.5,0.5,0.5,8.421,30.34,0.5,18.204,0.7200277777777777,9.10997005988024,0.5,7.0767500000000005,0.5,9.841,0.5,4.8015,1,0
42,F920,1,0.0,0.0,0.0,,0 days,0 days,0 days,,2.144448936066217,0.4567228584446202,0.214837555307314,,4.289172738763925,2.777559498670731,0.6840741355058741,,1616.0,94.0,116.0,,2296.0,919.0,673.0,,6.725183736737863,10.880537753225934,3.659237574771392,,0.0,0.0,0.0,,0,0,0,,0.01,3.0,0.01,,3.9,5.47,29.897,,0.4798243243243243,3.451916666666667,2.773420289855072,,0.01,3.0,0.01,,1,0
43,F1101,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,1.457381699596378,0.1708741130140169,0.2247070630777232,0.0,5.121635560809228,2.311037762814164,1.4583200367866902,0.0,957.0,11.0,10.0,0.0,1650.0,510.0,420.0,0.0,11.174477587220132,16.313207737511746,12.499886029600203,,0.0,0.0,0.0,0.0,1,1,1,1,3.0,3.178,3.0,3.571,69.3,899.999,1200.0,3.571,5.662855072463769,75.06469230769231,128.11197674418605,3.571,4.288,4.759,5.134,3.571,1,0
44,RB1462,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,5.251411872668489,0.3727011674141573,0.115721327467861,4.194926075345254,10.427713434728638,6.686327359220875,0.9379705702883268,4.708650747121147,1277.0,37.0,10.0,1542.0,2437.0,1050.0,200.0,1779.0,15.40409042471198,22.92455094590014,16.88347026518988,9.528466941897769,0.0,0.0,0.0,0.0,0,0,0,0,0.5,3.0,3.0,0.5,12.136,21.238,9.102,6.399,3.6212021276595743,8.717772727272727,6.08452380952381,3.728,1.75,7.585,6.068,4.285,0,1
45,RB709,1,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,0.271105112954949,0.0917354799545938,0.0296670554302336,0.7811635305927961,3.0399149263776004,0.8617800642465013,0.0345735746483809,0.7811635305927961,298.0,10.0,10.0,170.0,1060.0,200.0,100.0,170.0,10.32423937260317,15.512041156437023,1.2446486873417135,16.54228653020039,0.0,0.0,0.0,0.0,1,1,1,1,3.0,3.271,3.0,3.913,7.585,9.102,6.068,6.662,4.700460317460318,5.081285714285714,4.192181818181818,5.2875,4.551,4.823,3.954,5.2875,0,1
46,RB959,1,0.0,0.0,0.0,,0 days,0 days,0 days,,1.255840199642146,0.2035890897006306,0.4957960831859006,,2.404003665364233,1.898902326755028,0.9575712107492136,,534.0,13.0,567.0,,1008.0,320.0,1111.0,,8.585727376300833,21.36265117599407,3.102841006928145,,0.0,0.0,0.0,,0,0,0,,0.01,3.532,0.01,,4.49,4.729,4.372,,1.81334693877551,3.902818181818182,2.576425925925926,,0.01,3.9,3.276,,0,1
47,RB185,0,0.0,0.0,0.0,0.0,0 days,0 days,0 days,0 days,0.8296467333915606,0.0853968791748344,0.0764790716345518,,0.8513551914947493,0.918696133508633,0.2422570982329981,0.0,424.0,11.0,10.0,0.0,454.0,200.0,200.0,0.0,6.75083411757951,16.536530403155396,4.360627768193966,,0.0,0.0,0.0,0.0,0,0,0,0,3.0,3.0,3.399,4.351,24.147,5.141,12.501,4.351,11.2544,3.718904761904762,5.879619047619047,4.351,6.518,3.609,5.07,4.351,0,1
48,RB1201,0,0.0,0.0,0.0,,0 days,0 days,0 days,,1.0220058683192197,0.0867793708336893,0.075795841486981,,2.2580418057897544,1.2882990037738606,0.8183163100771597,,628.0,10.0,10.0,,908.0,320.0,290.0,,8.952588657316207,14.493363792455934,10.158409366475086,,0.0,0.0,0.0,,0,0,0,,3.0,3.0,3.0,,6.87,6.08,6.465,,4.3256,4.172454545454546,4.1001,,4.0745000000000005,4.077,3.838,,0,1
